종목코드,종목명,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"465320","교보15호스팩","SPAC(소속부없음)","2085","10","0.48","2075","2090","2065","2989","6211745","7943850000","3810000"
"482520","교보16호스팩","SPAC(소속부없음)","1973","8","0.41","1964","1994","1964","7770","15293686","12035300000","6100000"
"489210","교보17호스팩","SPAC(소속부없음)","1969","14","0.72","1955","1970","1952","15895","31203958","10199420000","5180000"
"053270","구영테크","우량기업부","1981","7","0.35","1973","1985","1948","26267","51668525","54300012305","27410405"
"066620","국보디자인","우량기업부","18050","10","0.06","18040","18080","17790","4108","73743640","135375000000","7500000"
"043650","국순당","우량기업부","4600","-30","-0.65","4625","4625","4555","10493","48221205","82148198400","17858304"
"006050","국영지앤엠","중견기업부","1553","-55","-3.42","1565","1607","1540","600092","938350237","54192312379","34895243"
"060480","국일신동","중견기업부","1730","19","1.11","1711","1740","1710","4633","7952733","19185700000","11090000"
"078130","국일제지","관리종목(소속부없음)","800","0","0.00","0","0","0","0","0","901924696800","1127405871"
"307750","국전약품","우량기업부","3515","65","1.88","3400","3540","3400","22890","80099935","172478480535","49069269"
"035080","그래디언트","우량기업부","12060","40","0.33","11850","12220","11850","10502","125679720","164939771880","13676598"
"453450","그리드위즈","벤처기업부","16580","430","2.66","16000","16800","15880","30770","506989780","131690795000","7942750"
"204020","그리티","벤처기업부","2900","45","1.58","2805","2915","2805","19817","56801805","58427547000","20147430"
"402490","그린리소스","기술성장기업부","17870","670","3.90","17540","18850","17170","707075","12745069030","147712419280","8265944"
"114450","그린생명과학","중견기업부","1604","1","0.06","1604","1613","1580","14269","22787205","32080000000","20000000"
"186230","그린플러스","벤처기업부","7440","20","0.27","7390","7500","7300","21313","158036940","80502198720","10820188"
"900070","글로벌에스엠","외국기업(소속부없음)","406","-4","-0.98","407","410","400","18257","7387831","21820051008","53743968"
"204620","글로벌텍스프리","중견기업부","3405","-95","-2.71","3395","3530","3290","532180","1824475320","208100099175","61116035"
"019660","글로본","투자주의환기종목(소속부없음)","591","-9","-1.50","600","620","585","55072","33005637","20561330886","34790746"
"053260","금강철강","우량기업부","3920","-35","-0.88","3950","3950","3870","14828","57838645","73382400000","18720000"
"282720","금양그린파워","중견기업부","9200","140","1.55","8900","9200","8850","37468","337383240","111499400000","12119500"
"036190","금화피에스시","우량기업부","24550","-50","-0.20","24600","24800","24550","3202","78866750","147300000000","6000000"
"049080","기가레인","벤처기업부","548","0","0.00","534","556","534","51637","28155081","46516074156","84883347"
"420770","기가비스","중견기업부","24550","-50","-0.20","24900","24950","24350","30149","743656450","311189858900","12675758"
"035460","기산텔레콤","벤처기업부","1750","3","0.17","1751","1775","1740","22796","39949445","25510345000","14577340"
"308100","까스텔바작","중견기업부","2990","145","5.10","2830","2990","2815","3355","9747615","19807951670","6624733"
"407400","꿈비","벤처기업부","8240","260","3.26","7790","8280","7790","93917","756551650","101018065760","12259474"
"187790","나노","관리종목(소속부없음)","1025","0","0.00","0","0","0","0","0","31611850750","30840830"
"286750","나노브릭","기술성장기업부","1988","-62","-3.02","1994","2045","1973","97922","195809279","42768955292","21513559"
"121600","나노신소재","우량기업부","58200","-1200","-2.02","58100","60400","58100","55244","3267667300","709811739600","12196078"
"247660","나노씨엠에스","기술성장기업부","6610","10","0.15","6550","6680","6470","8096","53114240","28713311200","4343920"
"039860","나노엔텍","중견기업부","3255","80","2.52","3255","3275","3175","67989","220330765","104518316910","32110082"
"091970","나노캠텍","중견기업부","684","15","2.24","669","689","625","70396","45838472","25593565212","37417493"
